Symbol,Name,SumWeights,Holders
BILI,Bilibili Inc ADR,0.6210000000000001,"[('CHIC', 0.073), ('CQQQ', 0.073), ('ESPO', 0.05), ('SUBZ', 0.047), ('KWEB', 0.046)]"
DHR,Danaher Corp,0.6190000000000002,"[('PIO', 0.084), ('PHO', 0.083), ('VIRS', 0.052), ('CWS', 0.045), ('MBCC', 0.045)]"
SIF22,Silver Future Jan 22,0.616,"[('DBS', 0.503), ('DBP', 0.113)]"
AZN.L,AstraZeneca PLC ADR,0.6140000000000002,"[('HEWU', 0.064), ('FLGB', 0.055), ('PPH', 0.052), ('AGNG', 0.034), ('SDG', 0.033)]"
BOTZ,Global X Robotics & Artificial ,0.611,"[('UBOT', 0.423), ('GXTG', 0.11), ('TMAT', 0.078)]"
KO,Coca-Cola Co,0.6100000000000001,"[('IECS', 0.113), ('FSTA', 0.088), ('JHMS', 0.06), ('DJD', 0.05), ('KXI', 0.048)]"
EBAY,eBay Inc,0.6040000000000001,"[('WBIG', 0.058), ('WBIF', 0.056), ('WBIL', 0.055), ('PKW', 0.053), ('BUL', 0.051)]"
HDFC.BO,Housing Development Finance Corp Ltd,0.6020000000000001,"[('INDF', 0.143), ('EPI', 0.073), ('IXSE', 0.072), ('PIN', 0.07), ('FLIN', 0.067)]"
GSK.L,GlaxoSmithKline PLC,0.6000000000000001,"[('FDD', 0.062), ('HEWU', 0.04), ('IQDG', 0.039), ('EUDG', 0.038), ('IHDG', 0.038)]"
ZTU21,2 Year Treasury Note Future Sept 21,0.599,"[('HYHG', 0.291), ('GTO', 0.141), ('LGOV', 0.068), ('IHYF', 0.067), ('HOLD', 0.032)]"
FXI,iShares China Large-Cap ETF,0.598,"[('YINN', 0.598)]"
INDA,Ishares MSCI India ETF,0.5950000000000001,"[('INDL', 0.321), ('DWCR', 0.095), ('JEMA', 0.086), ('MFEM', 0.044), ('PBEE', 0.035)]"
PDBC,Invesco Optimum Yield Diversifi,0.593,"[('RLY', 0.252), ('RAAX', 0.21), ('GAA', 0.083), ('TRTY', 0.048)]"
EWZ,iShares Inc iShares MSCI Brazil,0.592,"[('BRZU', 0.579), ('DMCY', 0.013)]"
VWO,Vanguard FTSE Emerging Markets ,0.589,"[('RPAR', 0.434), ('DMCY', 0.07), ('OCIO', 0.047), ('MCRO', 0.038)]"
DUK,Duke Energy Corp,0.5800000000000001,"[('NLR', 0.081), ('FUTY', 0.073), ('UTSL', 0.068), ('JHMU', 0.06), ('UPW', 0.058)]"
OKE,ONEOK Inc,0.579,"[('USAI', 0.073), ('MLPX', 0.069), ('EINC', 0.063), ('TPYP', 0.057), ('ENFR', 0.053)]"
ADM,Archer-Daniels Midland Co,0.5710000000000002,"[('FTXG', 0.075), ('VEGI', 0.064), ('NANR', 0.062), ('MOO', 0.05), ('FTRI', 0.041)]"
ORCL,Oracle Corp,0.5690000000000001,"[('PKW', 0.052), ('ZIG', 0.048), ('TDIV', 0.039), ('VSMV', 0.036), ('AIQ', 0.035)]"
SAN.PA,Sanofi SA,0.5670000000000002,"[('FLFR', 0.061), ('HDEF', 0.043), ('SCHY', 0.037), ('FEZ', 0.034), ('VWID', 0.034)]"
LMBS,First Trust Low Duration Opport,0.56,"[('LDSF', 0.4), ('ADFI', 0.098), ('FDIV', 0.062)]"
GILD,Gilead Sciences Inc,0.554,"[('IBBQ', 0.068), ('IBB', 0.063), ('BIB', 0.057), ('WBIY', 0.05), ('IEIH', 0.044)]"
EMLC,VanEck J. P. Morgan EM Local Cu,0.5519999999999999,"[('TFLT', 0.195), ('TFIV', 0.141), ('FAIL', 0.137), ('MCRO', 0.044), ('TRTY', 0.035)]"
VCIT,Vanguard Intermediate-Term Corp,0.5509999999999999,"[('VTC', 0.288), ('QLS', 0.109), ('FFTI', 0.105), ('HNDL', 0.049)]"
AWK,American Water Works Co Inc,0.55,"[('CGW', 0.095), ('AQWA', 0.079), ('PHO', 0.078), ('EBLU', 0.074), ('UTES', 0.049)]"
GS,Goldman Sachs Group Inc,0.5480000000000002,"[('DIA', 0.072), ('DDM', 0.054), ('DIVO', 0.053), ('UDOW', 0.047), ('EGIS', 0.043)]"
SEDG,SolarEdge Technologies Inc,0.5440000000000002,"[('TAN', 0.1), ('ITEQ', 0.081), ('CTEC', 0.047), ('ERSX', 0.044), ('GRID', 0.042)]"
XLB,Materials Select Sector SPDR,0.5439999999999999,"[('XLSR', 0.166), ('MPRO', 0.153), ('DWAT', 0.094), ('EQL', 0.091), ('SSUS', 0.04)]"
XLC,The Communication Services Sele,0.543,"[('SSUS', 0.1), ('EQL', 0.092), ('AESR', 0.08), ('XLSR', 0.07), ('EUCG', 0.063)]"
SNAP,Snap Inc Class A,0.542,"[('VPOP', 0.233), ('XDAT', 0.053), ('LOUP', 0.034), ('MILN', 0.032), ('CCON', 0.03)]"
GDXJ.IR,VanEck Vectorsâ¢ Junior Gold Miners ETF,0.54,"[('GDXD', 0.27), ('GDXU', 0.27)]"
CGBU21.TO,10 Year Government of Canada Bond Future Sept 21,0.539,"[('KMLM', 0.539)]"
FXD,First Trust Cons. Discret. Alph,0.5389999999999999,"[('FV', 0.204), ('FVC', 0.204), ('DALI', 0.131)]"
FTXR,First Trust Nasdaq Transportati,0.537,"[('FV', 0.203), ('FVC', 0.203), ('DALI', 0.131)]"
WEED.TO,Canopy Growth Corp,0.535,"[('MJ', 0.074), ('POTX', 0.074), ('MJJ', 0.071), ('MJO', 0.071), ('YOLO', 0.068)]"
FGBLU21.DE,Euro Bund Future Sept 21,0.535,"[('KMLM', 0.535)]"
ESGD,iShares ESG Aware MSCI EAFE ETF,0.533,"[('EAOA', 0.203), ('EAOR', 0.152), ('EAOM', 0.102), ('EAOK', 0.076)]"
IDXX,IDEXX Laboratories Inc,0.532,"[('PAWZ', 0.105), ('LCG', 0.083), ('MOO', 0.074), ('FIW', 0.044), ('PTH', 0.044)]"
ACN,Accenture PLC Class A,0.524,"[('CIBR', 0.059), ('WBIL', 0.05), ('SXQG', 0.043), ('VNSE', 0.038), ('PRN', 0.036)]"
ENEL.MI,Enel SpA,0.5230000000000001,"[('FLIY', 0.16), ('SMOG', 0.057), ('JXI', 0.048), ('INFR', 0.042), ('ICLN', 0.039)]"
LNG,Cheniere Energy Inc,0.523,"[('FTXN', 0.071), ('MLPX', 0.065), ('EINC', 0.056), ('PXI', 0.054), ('ENFR', 0.051)]"
QTEC,First Trust NASDAQ-100-Technolo,0.521,"[('FV', 0.197), ('FVC', 0.197), ('DALI', 0.127)]"
C,Citigroup Inc,0.5200000000000001,"[('KBWB', 0.077), ('FTXO', 0.076), ('SPVU', 0.033), ('PVAL', 0.032), ('IEFN', 0.03)]"
AMAT,Applied Materials Inc,0.52,"[('FTXL', 0.079), ('IVSG', 0.05), ('PSI', 0.049), ('SMH', 0.045), ('SOXQ', 0.039)]"
AMGN,Amgen Inc,0.516,"[('IBB', 0.076), ('IBBQ', 0.076), ('BIB', 0.064), ('DIA', 0.046), ('DJD', 0.045)]"
IMCG,iShares Morningstar Mid-Cap Gro,0.516,"[('DWAW', 0.516)]"
ET,Energy Transfer LP,0.515,"[('AMLP', 0.1), ('MLPA', 0.09), ('AMZA', 0.084), ('ENFR', 0.06), ('EINC', 0.045)]"
DAI.DE,Daimler AG,0.514,"[('CARZ', 0.074), ('DAX', 0.053), ('HEWG', 0.048), ('FLGR', 0.047), ('DBGR', 0.045)]"
PFF,iShares Preferred and Income Se,0.51,"[('TDSA', 0.147), ('WBII', 0.1), ('TDSB', 0.097), ('TDSC', 0.094), ('DALT', 0.048)]"
AVB,AvalonBay Communities Inc,0.508,"[('REIT', 0.068), ('REZ', 0.066), ('NURE', 0.05), ('SPRE', 0.045), ('PPTY', 0.04)]"
FXL,First Trust Technology AlphaDEX,0.507,"[('FV', 0.192), ('FVC', 0.192), ('DALI', 0.123)]"
TWLO,Twilio Inc A,0.506,"[('LRNZ', 0.068), ('CLOU', 0.046), ('MID', 0.046), ('ARKW', 0.039), ('ARKK', 0.037)]"
CTVA,Corteva Inc,0.505,"[('CSD', 0.075), ('VEGI', 0.062), ('NANR', 0.057), ('MOO', 0.05), ('FTAG', 0.046)]"
BRNM0.L,Brent Crude Future Apr 20,0.504,"[('BNO', 0.504)]"
UNP,Union Pacific Corp,0.503,"[('TPOR', 0.07), ('VNSE', 0.051), ('INFR', 0.05), ('FTXR', 0.039), ('FIDU', 0.036)]"
02318,Ping An Insurance (Group) Co. of China Ltd Class H,0.5,"[('CHIX', 0.087), ('FXI', 0.04), ('KESG', 0.04), ('ISEM', 0.039), ('KEJI', 0.033)]"
VWS,Vestas Wind Systems A/S,0.5,"[('FAN', 0.084), ('ICLN', 0.079), ('EDEN', 0.076), ('CTEC', 0.073), ('SMOG', 0.056)]"
CLF2,Crude Oil Dec21,0.5,"[('DBO', 0.5)]"
UPS,United Parcel Service Inc Class B,0.4950000000000001,"[('TPOR', 0.066), ('WBIG', 0.042), ('DUSL', 0.036), ('FIDU', 0.036), ('VIS', 0.036)]"
IBE.BC,Iberdrola SA,0.49400000000000005,"[('EWP', 0.178), ('SMOG', 0.061), ('INFR', 0.047), ('JXI', 0.043), ('ICLN', 0.04)]"
NFRA,FlexShares STOXX Global Broad I,0.494,"[('ASET', 0.494)]"
MTUM,iShares MSCI USA Momentum Facto,0.493,"[('DWUS', 0.493)]"
ECL,Ecolab Inc,0.492,"[('EVX', 0.097), ('PIO', 0.077), ('PHO', 0.076), ('AQWA', 0.074), ('EBLU', 0.073)]"
NTR.TO,Nutrien Ltd,0.48900000000000005,"[('VEGI', 0.065), ('FTAG', 0.059), ('MOO', 0.058), ('IPKW', 0.053), ('NANR', 0.045)]"
XLE,SPDR Select Sector Fund - Energ,0.4889999999999999,"[('MPRO', 0.144), ('EQL', 0.091), ('EUCG', 0.091), ('RAAX', 0.048), ('SSUS', 0.044)]"
CVS,CVS Health Corp,0.4840000000000001,"[('FTXD', 0.058), ('NVQ', 0.054), ('GBLO', 0.049), ('SPVU', 0.047), ('FXG', 0.046)]"
ISCG,iShares Morningstar Small-Cap G,0.482,"[('DWAW', 0.482)]"
RBK0,RBOB Gasoline Future Apr 20,0.482,"[('UGA', 0.482)]"
PDD,Pinduoduo Inc ADR,0.4790000000000001,"[('PGJ', 0.078), ('FNI', 0.068), ('KWEB', 0.068), ('EWEB', 0.067), ('CHIQ', 0.053)]"
ROKU,Roku Inc Class A,0.4740000000000001,"[('ARKK', 0.065), ('IEME', 0.055), ('ARKW', 0.046), ('QQQN', 0.046), ('SUBZ', 0.046)]"
HON,Honeywell International Inc,0.474,"[('DIVO', 0.055), ('DIA', 0.042), ('UTRN', 0.04), ('VSL', 0.04), ('DUSL', 0.037)]"
GME,GameStop Corp Class A,0.4690000000000001,"[('XSMO', 0.099), ('FTXD', 0.075), ('PSCD', 0.075), ('SFYF', 0.035), ('BUZZ', 0.031)]"
BKLN,Invesco Senior Loan ETF,0.469,"[('QED', 0.138), ('QMN', 0.1), ('PSMC', 0.08), ('QAI', 0.058), ('QLS', 0.049)]"
LOW,Lowe's Companies Inc,0.4680000000000001,"[('WBIF', 0.048), ('ITB', 0.046), ('SXQG', 0.039), ('HOMZ', 0.03), ('BIBL', 0.029)]"
SJNK,SPDR Bloomberg Barclays Short T,0.46399999999999997,"[('WBII', 0.227), ('FWDB', 0.156), ('DFHY', 0.081)]"
COF,Capital One Financial Corp,0.463,"[('DUSA', 0.126), ('DFNL', 0.11), ('DWLD', 0.058), ('KBWB', 0.041), ('DBLV', 0.038)]"
EWY,iShares Inc iShares MSCI South ,0.45999999999999996,"[('KORU', 0.351), ('PTIN', 0.058), ('SNUG', 0.051)]"
BAB,Invesco Taxable Municipal Bond ,0.45999999999999996,"[('PSMC', 0.179), ('PSMM', 0.158), ('PSMB', 0.123)]"
ZTM21,2 Year Treasury Note Future June 21,0.456,"[('DBEH', 0.342), ('DBMF', 0.114)]"
VEA,Vanguard FTSE Developed Markets,0.45599999999999996,"[('RPAR', 0.297), ('GMOM', 0.064), ('OCIO', 0.048), ('QLS', 0.047)]"
HGK0,Copper Future May 20,0.454,"[('CPER', 0.454)]"
DOCU,DocuSign Inc,0.45200000000000007,"[('FDG', 0.054), ('MID', 0.054), ('TPAY', 0.051), ('IHAK', 0.045), ('CLDL', 0.042)]"
RSX,VanEck Russia ETF,0.452,"[('RUSL', 0.452)]"
RTX,Raytheon Technologies Corp,0.45199999999999996,"[('DFEN', 0.142), ('FEDX', 0.092), ('SHLD', 0.084), ('FIDU', 0.032), ('DUSL', 0.031)]"
EXC,Exelon Corp,0.45000000000000007,"[('NLR', 0.069), ('UTES', 0.064), ('JHMU', 0.062), ('GBDV', 0.044), ('FUTY', 0.042)]"
EEM,iShares MSCI Emerging Index Fun,0.449,"[('EDC', 0.378), ('VEGA', 0.071)]"
ZS,Zscaler Inc,0.44700000000000006,"[('LRNZ', 0.084), ('BUG', 0.065), ('CIBR', 0.063), ('CLOU', 0.045), ('IHAK', 0.044)]"
ADI,Analog Devices Inc,0.44500000000000006,"[('FTXL', 0.08), ('MARB', 0.048), ('KARS', 0.047), ('SOXQ', 0.04), ('SOXX', 0.04)]"
TCS.BO,Tata Consultancy Services Ltd,0.44400000000000006,"[('PIN', 0.056), ('INDY', 0.051), ('INDA', 0.049), ('FLIN', 0.048), ('GLIN', 0.047)]"
GVMXX,State Street Instl US Govt MMkt Premier,0.44399999999999995,"[('SRLN', 0.152), ('STOT', 0.088), ('USI', 0.044), ('YLD', 0.037), ('MBND', 0.03)]"
CWB,SPDR Bloomberg Barclays Convert,0.442,"[('QED', 0.185), ('QAI', 0.089), ('MCRO', 0.085), ('INKM', 0.053), ('DALT', 0.03)]"
FRGXX,FidelityÂ® Inv MM Fds Government Instl,0.44,"[('SDCI', 0.181), ('BNO', 0.12), ('USL', 0.07), ('UNG', 0.069)]"
ILF,iShares Latin America 40 ETF,0.439,"[('LBJ', 0.439)]"
REGN,Regeneron Pharmaceuticals Inc,0.43899999999999995,"[('BUL', 0.051), ('ARKG', 0.041), ('IBB', 0.041), ('IBBQ', 0.041), ('IEIH', 0.035)]"
RY.TO,Royal Bank of Canada,0.43800000000000017,"[('FLCA', 0.084), ('BBCA', 0.074), ('HEWC', 0.074), ('IGRO', 0.03), ('IMTM', 0.019)]"
VALE.SA,Vale SA ADR,0.43500000000000005,"[('SLX', 0.157), ('FTRI', 0.105), ('ADRE', 0.041), ('MXI', 0.03), ('GNR', 0.029)]"
TWTR,Twitter Inc,0.4320000000000001,"[('FNGS', 0.1), ('EWCO', 0.052), ('ARKW', 0.05), ('IEME', 0.037), ('CACG', 0.033)]"
000858,Wuliangye Yibin Co Ltd,0.43200000000000005,"[('KBUY', 0.099), ('CHIS', 0.074), ('AFTY', 0.068), ('GLCN', 0.056), ('CHIL', 0.028)]"
BAS.DE,Basf SE,0.432,"[('FTAG', 0.099), ('DXGE', 0.063), ('DAX', 0.051), ('FLGR', 0.045), ('HEWG', 0.045)]"
MPC,Marathon Petroleum Corp,0.43100000000000005,"[('IEO', 0.078), ('CRAK', 0.07), ('JHME', 0.058), ('XLE', 0.042), ('ERX', 0.036)]"
IYR,iShares U.S. Real Estate ETF,0.42900000000000005,"[('FFSG', 0.111), ('TDSC', 0.11), ('TDSD', 0.108), ('TDSE', 0.1)]"
SRE,Sempra Energy,0.42700000000000005,"[('UTES', 0.058), ('ECLN', 0.052), ('FUTY', 0.04), ('JHMU', 0.04), ('EMLP', 0.038)]"
ADYEN,Adyen NV,0.42700000000000005,"[('FPXE', 0.065), ('FINX', 0.064), ('FPXI', 0.057), ('EWN', 0.052), ('IPAY', 0.05)]"
EMDU21,E-mini S&P MidCap 400 Future Sept 21,0.427,"[('MZZ', 0.132), ('SMDD', 0.132), ('MYY', 0.089), ('UMDD', 0.037), ('MVV', 0.032)]"
ABX.TO,Barrick Gold Corp,0.42600000000000005,"[('RING', 0.157), ('GDX', 0.112), ('SGDM', 0.083), ('NANR', 0.042), ('ABEQ', 0.032)]"
A,Agilent Technologies Inc,0.42300000000000004,"[('MJJ', 0.099), ('MJO', 0.099), ('EDOC', 0.046), ('FIW', 0.044), ('GNOM', 0.041)]"
PLUG,Plug Power Inc,0.42100000000000004,"[('HJEN', 0.078), ('HDRO', 0.07), ('QCLN', 0.058), ('ACES', 0.05), ('ICLN', 0.048)]"
SHYG,iShares 0-5 Year High Yield Cor,0.42100000000000004,"[('WBII', 0.224), ('DFHY', 0.101), ('FWDB', 0.067), ('SDEF', 0.029)]"
IP,International Paper Co,0.421,"[('WBIY', 0.052), ('CUT', 0.05), ('RDIV', 0.048), ('WBIG', 0.046), ('FTRI', 0.045)]"
GDXJ,VanEck Junior Gold Miners ETF,0.42,"[('JNUG', 0.42)]"
BA,Boeing Co,0.41900000000000004,"[('DFEN', 0.144), ('SHLD', 0.071), ('DIA', 0.046), ('DUSL', 0.032), ('FIDU', 0.032)]"
SPOT,Spotify Technology SA,0.419,"[('VPOP', 0.177), ('SUBZ', 0.045), ('ERSX', 0.042), ('ARKW', 0.04), ('ARKK', 0.037)]"
MISXX,Morgan Stanley Instl Lqudty Trs Instl,0.41600000000000004,"[('LGOV', 0.246), ('FTSL', 0.123), ('ECLN', 0.041), ('FTGC', 0.003), ('FMF', 0.002)]"
PXD,Pioneer Natural Resources Co,0.416,"[('FRAK', 0.067), ('RYE', 0.046), ('IEO', 0.044), ('FCG', 0.042), ('JHME', 0.042)]"
FNV.TO,Franco-Nevada Corp,0.415,"[('SGDM', 0.109), ('GOAU', 0.107), ('GDX', 0.085), ('BOUT', 0.068), ('INFL', 0.046)]"
MRVL,Marvell Technology Inc,0.41300000000000003,"[('WUGI', 0.057), ('MID', 0.043), ('SOXX', 0.042), ('SOXQ', 0.041), ('SOXL', 0.031)]"
BMY,Bristol-Myers Squibb Company,0.412,"[('PPH', 0.051), ('IEIH', 0.046), ('LBAY', 0.042), ('UTRN', 0.04), ('AGNG', 0.03)]"
OR.PA,L'Oreal SA,0.41100000000000014,"[('FLFR', 0.056), ('HEDJ', 0.04), ('FEZ', 0.031), ('KXI', 0.028), ('JIG', 0.025)]"
DCP,DCP Midstream LP,0.403,"[('NGE', 0.136), ('AMZA', 0.094), ('AMLP', 0.063), ('MLPA', 0.053), ('FCG', 0.048)]"
GRWG,GrowGeneration Corp,0.40199999999999997,"[('MJ', 0.092), ('YOLO', 0.061), ('THCX', 0.055), ('CNBS', 0.053), ('PEZ', 0.047)]"
PAAS.TO,Pan American Silver Corp,0.401,"[('SLVP', 0.142), ('SILJ', 0.109), ('SIL', 0.095), ('GDXJ', 0.055)]"
PEG,Public Service Enterprise Group Inc,0.4,"[('NLR', 0.066), ('UTES', 0.062), ('JHMU', 0.045), ('EMLP', 0.041), ('FXU', 0.041)]"
TNU21,Ultra 10 Year US Treasury Note Future Sept 21,0.39999999999999997,"[('GTO', 0.088), ('UCON', 0.087), ('ULTR', 0.059), ('LGOV', 0.052), ('IHYF', 0.038)]"
DPW.DE,Deutsche Post AG,0.3980000000000001,"[('DXGE', 0.065), ('DAX', 0.047), ('HEWG', 0.042), ('DBGR', 0.04), ('FLGR', 0.04)]"
IUSB,iShares Core Total USD Bond Mar,0.396,"[('AOR', 0.337), ('VEGA', 0.059)]"
MCD,McDonald's Corp,0.39500000000000013,"[('DIVO', 0.056), ('DIA', 0.044), ('IECS', 0.044), ('FDIS', 0.032), ('USMC', 0.03)]"
SPG,Simon Property Group Inc,0.394,"[('XLRE', 0.046), ('BBRE', 0.038), ('FRI', 0.038), ('USRT', 0.038), ('DDIV', 0.035)]"
SYLD,Cambria Shareholder Yield ETF,0.393,"[('GMOM', 0.167), ('TRTY', 0.126), ('GAA', 0.1)]"
CCO.TO,Cameco Corp,0.389,"[('URA', 0.234), ('URNM', 0.155)]"
HYLS,First Trust Tactical High Yield,0.388,"[('MDIV', 0.192), ('FDIV', 0.146), ('LDSF', 0.05)]"
KAP,National Atomic Co Kazatomprom JSC ADR,0.388,"[('URA', 0.228), ('URNM', 0.16)]"
OXY,Occidental Petroleum Corp,0.387,"[('FRAK', 0.06), ('RDIV', 0.053), ('RYE', 0.051), ('FCG', 0.048), ('FCTR', 0.03)]"
SPIB,SPDR Portfolio Intermediate Ter,0.386,"[('FISR', 0.225), ('ADFI', 0.1), ('GAL', 0.061)]"
MPLX,MPLX LP Partnership Units,0.386,"[('AMZA', 0.181), ('AMLP', 0.102), ('MLPA', 0.069), ('DIV', 0.022), ('VRAI', 0.012)]"
BAYN.DE,Bayer AG,0.385,"[('FTAG', 0.097), ('MOO', 0.068), ('DXGE', 0.056), ('DAX', 0.042), ('FLGR', 0.037)]"
VCLT,Vanguard Long-Term Corporate Bo,0.384,"[('VTC', 0.384)]"
6758,Sony Group Corp,0.3830000000000001,"[('HEWJ', 0.031), ('DBJP', 0.029), ('GSJY', 0.028), ('BBJP', 0.027), ('FLJH', 0.027)]"
MMM,3M Co,0.3830000000000001,"[('DJD', 0.05), ('DIVO', 0.045), ('SIXA', 0.039), ('SIXH', 0.037), ('VSDA', 0.033)]"
BBCA,JPMorgan BetaBuilders Canada ET,0.38200000000000006,"[('EIDO', 0.202), ('IDX', 0.078), ('ASEA', 0.052), ('FRDM', 0.034), ('EMFM', 0.016)]"
ILMN,Illumina Inc,0.38000000000000006,"[('IBBQ', 0.054), ('IBB', 0.05), ('EDOC', 0.048), ('HELX', 0.048), ('BIB', 0.046)]"
ASHX,Xtrackers MSCI China A Inclusio,0.38,"[('CN', 0.38)]"
SBAC,SBA Communications Corp,0.37999999999999995,"[('PSR', 0.067), ('FPRO', 0.063), ('VPN', 0.047), ('SRVR', 0.046), ('XLRE', 0.037)]"
GUNR,FlexShares Global Upstream Natu,0.375,"[('ASET', 0.375)]"
DTE.DE,Deutsche Telekom AG,0.37400000000000005,"[('DXGE', 0.062), ('DAX', 0.048), ('HEWG', 0.044), ('DBGR', 0.042), ('FLGR', 0.04)]"
SPLB,SPDR Portfolio Long Term Corpor,0.374,"[('FISR', 0.243), ('INKM', 0.079), ('GAL', 0.052)]"
ASHR,Xtrackers Harvest CSI 300 China,0.373,"[('CHAU', 0.373)]"
GLOB,Globant SA,0.372,"[('AGT', 0.186), ('ARGT', 0.186)]"
ATVI,Activision Blizzard Inc,0.372,"[('HERO', 0.065), ('ESPO', 0.053), ('NERD', 0.05), ('VPOP', 0.046), ('UTRN', 0.042)]"
IEMG,iShares Core MSCI Emerging Mark,0.371,"[('SQEW', 0.107), ('FFSG', 0.097), ('AOR', 0.069), ('TCTL', 0.06), ('MCRO', 0.038)]"
MO,Altria Group Inc,0.37000000000000005,"[('WBIY', 0.047), ('IECS', 0.04), ('FORH', 0.035), ('FSTA', 0.035), ('PEY', 0.034)]"
LMT,Lockheed Martin Corp,0.368,"[('FEDX', 0.096), ('SHLD', 0.08), ('ARKX', 0.043), ('DFEN', 0.041), ('ROKT', 0.038)]"
PSX,Phillips 66,0.368,"[('CRAK', 0.078), ('IEO', 0.076), ('RDIV', 0.057), ('XLE', 0.041), ('ERX', 0.035)]"
FCX,Freeport-McMoRan Inc,0.368,"[('NANR', 0.066), ('UYM', 0.056), ('COPX', 0.049), ('PICK', 0.047), ('FMAT', 0.043)]"
AXP,American Express Co,0.365,"[('DFNL', 0.057), ('IPAY', 0.057), ('TPAY', 0.044), ('DUSA', 0.043), ('CFCV', 0.04)]"
RUN,Sunrun Inc,0.36300000000000004,"[('TAN', 0.072), ('ACES', 0.059), ('RNRG', 0.046), ('QCLN', 0.036), ('CNRG', 0.032)]"
GM,General Motors Co,0.363,"[('CARZ', 0.077), ('FTXR', 0.04), ('IDRV', 0.036), ('PVAL', 0.036), ('VLUE', 0.033)]"
QQQJ,Invesco NASDAQ Next Gen 100 ETF,0.358,"[('VCAR', 0.358)]"
LRCX,Lam Research Corp,0.3570000000000001,"[('PSI', 0.048), ('LYFE', 0.041), ('CFCV', 0.038), ('FTXL', 0.038), ('EGIS', 0.037)]"
TTE.PA,TotalEnergies SE,0.3570000000000001,"[('FILL', 0.058), ('GNR', 0.036), ('FEZ', 0.034), ('FIDI', 0.032), ('FLV', 0.028)]"
TIP,iShares TIPS Bond ETF,0.35700000000000004,"[('FAIL', 0.224), ('TACE', 0.074), ('FWDB', 0.059)]"
GD,General Dynamics Corp,0.357,"[('FEDX', 0.094), ('SHLD', 0.081), ('WBIG', 0.044), ('XAR', 0.037), ('DFEN', 0.033)]"
BIIB,Biogen Inc,0.35600000000000004,"[('PKW', 0.058), ('ZIG', 0.048), ('IBBQ', 0.041), ('FBT', 0.04), ('IBB', 0.038)]"
CLTL,Invesco Treasury Collateral ETF,0.356,"[('DBP', 0.071), ('DBO', 0.058), ('UUP', 0.058), ('DBA', 0.05), ('DBE', 0.046)]"
SBER,Sberbank of Russia PJSC ADR,0.35400000000000004,"[('FLRU', 0.155), ('RSX', 0.077), ('DEM', 0.061), ('PXH', 0.022), ('XCEM', 0.016)]"
IEI,iShares 3-7 Year Treasury Bond ,0.353,"[('FWDB', 0.218), ('TACE', 0.044), ('QMN', 0.038), ('BNDC', 0.028), ('CPI', 0.025)]"
SO,Southern Co,0.353,"[('FUTY', 0.061), ('UTSL', 0.057), ('JHMU', 0.049), ('UPW', 0.049), ('JXI', 0.043)]"
SLB,Schlumberger Ltd,0.35200000000000004,"[('PXJ', 0.068), ('JHME', 0.061), ('XLE', 0.044), ('IYE', 0.04), ('ERX', 0.038)]"
PSMD,Pacer Swan SOS Moderate (Decemb,0.352,"[('PSFF', 0.352)]"
DHI,D.R. Horton Inc,0.3519999999999999,"[('ITB', 0.142), ('NAIL', 0.088), ('ZIG', 0.049), ('LEAD', 0.031), ('CZA', 0.018)]"
SHW,Sherwin-Williams Co,0.35100000000000003,"[('FMAT', 0.056), ('ITB', 0.044), ('CWS', 0.041), ('JHMA', 0.039), ('RTM', 0.037)]"
ZM,Zoom Video Communications Inc,0.351,"[('EDUT', 0.064), ('SXQG', 0.05), ('CLOU', 0.046), ('ARKK', 0.044), ('CLDL', 0.036)]"
MLN,VanEck ETF Trust VanEck Long Mu,0.35,"[('MAAX', 0.35)]"
BAR,GraniteShares Gold Trust,0.348,"[('RPAR', 0.348)]"
SHV,iShares Short Treasury Bond ETF,0.34600000000000003,"[('CPI', 0.23), ('QMN', 0.053), ('MCRO', 0.038), ('QAI', 0.025)]"
ZTS,Zoetis Inc Class A,0.34500000000000003,"[('PAWZ', 0.1), ('MOO', 0.087), ('CWS', 0.042), ('FTXH', 0.042), ('PILL', 0.029)]"
OKTA,Okta Inc A,0.34500000000000003,"[('CIBR', 0.062), ('WCBR', 0.056), ('BUG', 0.053), ('IHAK', 0.045), ('FDG', 0.042)]"
PNC,PNC Financial Services Group Inc,0.34500000000000003,"[('FTXO', 0.083), ('DFNL', 0.051), ('KBWB', 0.042), ('EQRR', 0.03), ('DBLV', 0.029)]"
TTTXX,BlackRock Liquidity Treasury Instl,0.345,"[('YOLO', 0.283), ('FFIU', 0.062)]"
KR,The Kroger Co,0.3440000000000001,"[('GBLO', 0.05), ('FXG', 0.045), ('JHMS', 0.04), ('STNC', 0.03), ('LVHD', 0.025)]"
XEL,Xcel Energy Inc,0.3440000000000001,"[('JHMU', 0.055), ('UTES', 0.05), ('ECLN', 0.045), ('ICLN', 0.041), ('FUTY', 0.034)]"
BATS.L,British American Tobacco PLC,0.3420000000000001,"[('IDV', 0.049), ('EUDG', 0.044), ('HEWU', 0.034), ('SCHY', 0.034), ('FLGB', 0.032)]"
FDX,FedEx Corp,0.342,"[('TPOR', 0.095), ('LIV', 0.043), ('UGCE', 0.04), ('NVQ', 0.039), ('ACSI', 0.038)]"
D,Dominion Energy Inc,0.341,"[('NLR', 0.08), ('FUTY', 0.057), ('UTSL', 0.053), ('UPW', 0.045), ('JXI', 0.04)]"
